summary_set,mode,evaluated,answerable,unanswerable,unanswerable_accuracy,avg_retrieved_count,avg_graph_added_count,recall@1,hit@1,mrr@1,ndcg@1,precision@1,recall@3,hit@3,mrr@3,ndcg@3,precision@3,recall@5,hit@5,mrr@5,ndcg@5,precision@5,recall@10,hit@10,mrr@10,ndcg@10,precision@10,exact_match,token_f1,rouge_l,embedding_latency_sec,dense_search_latency_sec,graph_latency_sec,generation_latency_sec,total_latency_sec,median_total_latency_sec,p95_total_latency_sec
unanswerable_only,DenseOnly,100,0,100,0.38,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26129861491735307,0.25782351831337985,0.03794158444998857,0.7802469727900211,0.0,5.563393642269996,6.381582199510006,6.06719416650003,10.659086504200353
unanswerable_only,DenseGraph,100,0,100,0.41,5.85,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27967634483215337,0.2752171030035698,0.03794158444998857,0.7802469727900211,0.0019603599100014436,4.885868238209968,5.706017155359978,5.104524724000385,10.523169283499987
