summary_set,mode,evaluated,answerable,unanswerable,unanswerable_accuracy,avg_retrieved_count,avg_graph_added_count,recall@1,hit@1,mrr@1,ndcg@1,precision@1,recall@3,hit@3,mrr@3,ndcg@3,precision@3,recall@5,hit@5,mrr@5,ndcg@5,precision@5,recall@10,hit@10,mrr@10,ndcg@10,precision@10,exact_match,token_f1,rouge_l,embedding_latency_sec,dense_search_latency_sec,graph_latency_sec,generation_latency_sec,total_latency_sec,median_total_latency_sec,p95_total_latency_sec
answerable_only,DenseOnly,400,400,0,,10.0,0.0,0.09020833333333333,0.1025,0.1025,0.1025,0.1025,0.2554166666666667,0.28,0.18083333333333332,0.1926539912698026,0.0975,0.3677916666666667,0.4025,0.20883333333333332,0.24036548324145982,0.085,0.4854583333333333,0.5325,0.2266795634920635,0.28130385208111397,0.05800000000000001,0.0,0.1948512158526908,0.16648004933123087,0.033043734525003005,0.765476484157499,0.0,5.082609298175024,5.881129516857526,5.4269401910003126,9.838269113800193
answerable_only,DenseGraph,400,400,0,,5.605,0.7275,0.09020833333333333,0.1025,0.1025,0.1025,0.1025,0.2516666666666667,0.2725,0.17791666666666667,0.1909675169180027,0.09666666666666666,0.3549583333333333,0.385,0.20366666666666666,0.2347476893152933,0.0825,0.3614583333333334,0.39,0.2045,0.237380869842895,0.0425,0.0,0.19867403047769588,0.16914110249671643,0.033043734525003005,0.765476484157499,0.0016655796449947502,4.687552572714984,5.4877383710424805,4.933825992999573,9.733617685799686
