summary_set,mode,evaluated,answerable,unanswerable,unanswerable_accuracy,avg_retrieved_count,avg_graph_added_count,recall@1,hit@1,mrr@1,ndcg@1,precision@1,recall@3,hit@3,mrr@3,ndcg@3,precision@3,recall@5,hit@5,mrr@5,ndcg@5,precision@5,recall@10,hit@10,mrr@10,ndcg@10,precision@10,exact_match,token_f1,rouge_l,embedding_latency_sec,dense_search_latency_sec,graph_latency_sec,generation_latency_sec,total_latency_sec,median_total_latency_sec,p95_total_latency_sec
all_cases,DenseOnly,500,400,100,0.38,10.0,0.0,0.07216666666666667,0.082,0.082,0.082,0.082,0.20433333333333334,0.224,0.14466666666666667,0.15412319301584207,0.078,0.29423333333333335,0.322,0.16706666666666667,0.19229238659316786,0.068,0.3883666666666667,0.426,0.1813436507936508,0.22504308166489115,0.046400000000000004,0.0,0.20814069566562327,0.18474874312766068,0.034023304510000116,0.7684305818840035,0.0,5.178766166994018,5.9812200533880215,5.482667183499871,9.945985922649376
all_cases,DenseGraph,500,400,100,0.41,5.654,0.802,0.07216666666666667,0.082,0.082,0.082,0.082,0.20133333333333334,0.218,0.14233333333333334,0.15277401353440218,0.07733333333333332,0.28396666666666665,0.308,0.16293333333333335,0.18779815145223464,0.066,0.2891666666666667,0.312,0.1636,0.189904695874316,0.034,0.0,0.21487449334858738,0.1903563025980871,0.034023304510000116,0.7684305818840035,0.0017245356979960888,4.727215705813981,5.53139412790598,4.997983770500014,9.749538726650117
